,ident,type,name,latitude,longitude,elevation_ft,state,municipality,service,gps_code,iata_code,local_code,website,wikipedia,keywords
214,03MA,small_airport,Hadley Airport,42.39310073852539,-72.552001953125,150.0,MA,Hadley,False,03MA,,03MA,,,
215,03MD,heliport,Upper Chesapeake Medical Center Heliport,39.522499084472656,-76.32669830322266,302.0,MD,Bel Air,False,03MD,,03MD,,,
216,03ME,small_airport,Maple Ridge Airport,44.08420181274414,-70.6272964477539,556.0,ME,Harrison,False,03ME,,03ME,,,
217,03MI,heliport,Harold Miller Heliport,43.55089950561523,-83.86219787597656,585.0,MI,Bay City,False,03MI,,03MI,,,
218,03MN,small_airport,Nauerth Land Ranch Airport,43.62519836425781,-95.22470092773438,1435.0,MN,Lakefield,False,03MN,,03MN,,,
219,03MO,closed,Cahoochie Airport,37.884499,-93.131599,1010.0,MO,Urbana,False,,,,,,03MO
220,03MS,heliport,Vicksburg Medical Center Heliport,32.318801879882805,-90.8832015991211,110.0,MS,Vicksburg,False,03MS,,03MS,,,
221,03MT,small_airport,Cascade Field,47.267327,-111.71748000000001,3580.0,MT,Cascade,False,3MT7,,3MT7,,,03MT
222,03MU,small_airport,Mc Donnell Airport,38.4925003052,-94.41249847410002,874.0,MO,Archie,False,03MU,,03MU,,,
224,03NC,small_airport,Pilots Ridge Airport,34.10430145263672,-77.9041976928711,35.0,NC,Carolina Beach,False,03NC,,03NC,,,
225,03ND,small_airport,Olafson Brothers Airport,48.62639999389648,-97.8290023803711,1045.0,ND,Edinburg,False,03ND,,03ND,,,
226,03NE,small_airport,Hyde Ranch Airport,41.5463981628418,-99.3311996459961,2430.0,NE,Comstock,False,03NE,,03NE,,,
227,03NH,heliport,Lorden Heliport,42.81539916992188,-71.12439727783203,400.0,NH,Milford,False,03NH,,03NH,,,
228,03NJ,closed,At&T Heliport,40.668713000000004,-74.410152,360.0,NJ,Berkeley Heights,False,,,,,,03NJ
229,03NV,small_airport,Llama Ranch Airport,40.58440017700195,-115.2979965209961,6120.0,NV,Ruby Valley,False,03NV,,03NV,,,
230,03NY,small_airport,Talmage Field,40.95840072631836,-72.716796875,95.0,NY,Riverhead,False,03NY,,03NY,,,
231,03OH,small_airport,Gibbs Field,41.418399810791016,-83.01740264892578,580.0,OH,Fremont,False,03OH,,03OH,,,
232,03OI,heliport,Marymount Hospital Heliport,41.4208984375,-81.59980010986328,890.0,OH,Garfield Heights,False,03OI,,03OI,,,
233,03OK,small_airport,Sahoma Lake Airport,36.04119873046875,-96.1613998413086,890.0,OK,Sapulpa,False,03OK,,03OK,,,
234,03OR,small_airport,Powwatka Ridge Airport,45.85540008544922,-117.48400115966795,3340.0,OR,Troy,False,03OR,,03OR,,,
235,03PA,heliport,Collegeville Heliport,40.162899017333984,-75.4656982421875,197.0,PA,Collegeville,False,03PA,,03PA,,,
236,03PN,heliport,M.P. Metals Heliport,41.066860999999996,-76.180806,479.0,PA,Berwick,True,03PN,,03PN,,,
237,03PR,small_airport,Sun View Field Airport,39.065946999999994,-94.92170300000001,980.0,KS,Bonner Springs,False,03PR,,03PR,,,
238,03PS,closed,Ziggy's Field,40.849998,-77.905602,1050.0,PA,Bellefonte,False,,,,,,03PS
239,03S,small_airport,Sandy River Airport,45.40179824829102,-122.22899627685548,704.0,OR,Sandy,False,03S,,03S,,https://en.wikipedia.org/wiki/Sandy_River_Airport,
240,03SC,heliport,Seacoast Medical Center Heliport,33.865001678466804,-78.66190338134766,73.0,SC,Little River,False,03SC,,03SC,,,
241,03TA,closed,Gay Hill Farm Airport,30.262698999999998,-96.500198,505.0,TX,Gay Hill,False,,,,,,03TA
242,03TE,small_airport,Barronena Ranch Airport,27.491100311279297,-98.66950225830078,600.0,TX,Hebbronville,False,03TE,,03TE,,,
243,03TN,heliport,Eagles Landing Heliport,35.92250061035156,-83.57939910888672,1000.0,TN,Sevierville,False,03TN,,03TN,,,
244,03TS,heliport,Shannon Medical Center Heliport,31.45989990234375,-100.43800354003906,1825.0,TX,San Angelo,False,03TS,,03TS,,,
245,03TX,heliport,M D K Field,29.581600189208984,-95.30719757080078,50.0,TX,Pearland,False,03TX,,03TX,,,
246,03UT,small_airport,A Z Minerals Corporation Airport,37.12080001831055,-109.98600006103516,5315.0,UT,Mexican Hat,False,03UT,,03UT,,,
247,03VA,closed,Whipoorwill Springs Airport,38.66460037231445,-77.57969665527344,250.0,VA,Nokesville,False,03VA,,03VA,,,
248,03WA,small_airport,Spangle Field,47.40819931030274,-117.37200164794922,2440.0,WA,Spangle,False,03WA,,03WA,,,
249,03WI,small_airport,Zink Airport,44.028873,-88.883945,880.0,WI,Berlin,False,03WI,,03WI,,,
250,03WN,small_airport,Aerostone Ranch Airport,45.875,-120.66999816894531,2320.0,WA,Goldendale,False,03WN,,03WN,,,
251,03XS,small_airport,Creekside Airport,31.318099975585934,-100.75399780273438,2100.0,TX,Mertzon,False,03XS,,03XS,,,
252,04AA,small_airport,Phil's Airport,60.535833,-150.81138700000002,250.0,AK,Soldotna,False,04AA,,04AA,,,
253,04AL,heliport,Anniston AHP (Anniston Army Depot),33.62639999,-85.96720123,686.0,AL,Anniston,False,04AL,,04AL,,,
254,04AR,heliport,Saline Memorial Hospital Heliport,34.574319,-92.586047,430.0,AR,Benton,False,04AR,,04AR,,,
255,04AZ,small_airport,Chinle Airport,36.15420150756836,-109.5510025024414,5515.0,AZ,Chinle,False,04AZ,,04AZ,,,
256,04CA,small_airport,Gray Butte Field,34.5639,-117.675003,3020.0,CA,Palmdale,False,KGXA,,04CA,,,
257,04CL,small_airport,Hunt's Sky Ranch Airport,33.08169937133789,-116.44100189208984,2310.0,CA,Julian,False,04CL,,04CL,,,
258,04CT,heliport,Shingle Mill Heliport,41.75510025024414,-73.05239868164062,880.0,CT,Harwinton,False,04CT,,04CT,,,
259,04F,closed,De Leon Municipal Airport,32.098801,-98.525325,1293.0,TX,De Leon,False,,,,,,04F
260,04FA,small_airport,Richards Field,25.55870056152344,-80.51509857177734,9.0,FL,Homestead,False,04FA,,04FA,,,
261,04FD,heliport,Tampa General Hospital Brandon Healthplex Heliport,27.929371999999997,-82.33698100000001,37.0,FL,Brandon,False,04FD,,04FD,,,
262,04FL,small_airport,Cross Creek Farms Airport,29.23940086364746,-81.22200012207031,30.0,FL,Ormond,False,04FL,,04FL,,,
263,04I,small_airport,Columbus Southwest Airport,39.91120147705078,-83.18879699707031,920.0,OH,Columbus,False,04I,,04I,,,
264,04IA,small_airport,Middlekoop Airport,41.08829879760742,-92.05460357666016,801.0,IA,Packwood,False,04IA,,04IA,,,
265,04ID,small_airport,Lanham Field,43.87770080566406,-116.53700256347656,2343.0,ID,Emmett,False,04ID,,04ID,,,
266,04II,small_airport,Turkey Run Airport,41.13059997558594,-84.99410247802734,765.0,IN,New Haven,False,04II,,04II,,,
267,04IL,small_airport,Schertz Aerial Service - Hudson Airport,40.6375007629,-89.0070037842,755.0,IL,Hudson,False,04IL,,04IL,,,
268,04IN,seaplane_base,Lake Gage Seaplane Base,41.701389,-85.113056,954.0,IN,Angola,False,04IN,,04IN,,,
269,04IS,small_airport,Van Gorder Airport,40.1786003112793,-88.56900024414062,728.0,IL,Mansfield,False,04IS,,04IS,,,
270,04KS,heliport,Robinson Industries Heliport,38.97890090942383,-95.2197036743164,835.0,KS,Lawrence,False,04KS,,04KS,,,
271,04KY,small_airport,Natchez Trace Farm Airport,37.135101318359375,-85.78939819335938,710.0,KY,Hiseville,False,04KY,,04KY,,,
272,04LA,heliport,St James Heliport,30.051111,-90.70222199999999,10.0,LA,Lutcher,False,04LA,,04LA,,,
273,04LL,small_airport,Brunner Airport,42.13610076904297,-88.28759765625,750.0,IL,West Dundee,False,04LL,,04LL,,,
274,04LS,heliport,La National Guard Heliport,30.44610023498535,-91.10530090332031,52.0,LA,Baton Rouge,False,04LS,,04LS,,,
275,04MA,closed,Goddard Field (Airport),42.8097991943,-71.13919830319999,200.0,MA,Haverhill,False,04MA,,04MA,,,
276,04MD,heliport,Chesapeake City Heliport,39.51810073852539,-75.82140350341797,40.0,MD,Chesapeake City,False,04MD,,04MD,,,
277,04ME,small_airport,Beech Hill Airport,44.66669845581055,-69.89389801025389,625.0,ME,Mercer,False,04ME,,04ME,,,
278,04MI,small_airport,Rapids Airway Airport,42.53450012207031,-84.62830352783203,880.0,MI,Eaton Rapids,False,04MI,,04MI,,,
279,04MN,small_airport,Helblad Airport,47.985801696777344,-94.68689727783205,1195.0,MN,Kelliher,False,04MN,,04MN,,,
280,04MO,small_airport,Airpark Private Airport,39.30120086669922,-91.45149993896484,767.0,MO,Vandalia,False,04MO,,04MO,,,
281,04MS,small_airport,Nick's Flying Service Inc Airport,32.9396018982,-90.8373031616,100.0,MS,Rolling Fork,False,04MS,,04MS,,,
282,04MT,small_airport,Pluhar Airport,47.137497777799986,-106.488095,2715.0,MT,Cohagen,False,04MT,,04MT,,,
283,04NC,heliport,Western Wake Medical Center Heliport,35.739200591999996,-78.7822036743,445.0,NC,Cary,False,04NC,,04NC,,,
284,04NE,small_airport,Mc Connell Field Airport,41.159999847399995,-101.29900360100001,3035.0,NE,Sarben,False,04NE,,04NE,,,
285,04NJ,small_airport,Emmanuel Airport,39.5968017578,-75.2334976196,155.0,NJ,Elmer,False,04NJ,,04NJ,,,
286,04NV,small_airport,Kingston Ranch Airport,35.7555007935,-115.665000916,2620.0,NV,Sandy Valley,False,04NV,,04NV,,,
287,04NY,small_airport,Klaverack Airport,42.262298584,-73.6961975098,250.0,NY,Hudson,False,04NY,,04NY,,,
288,04OG,heliport,Teufel Heliport,45.530833,-123.08555600000001,185.0,OR,Forest Grove,False,04OG,,04OG,,,
289,04OH,closed,Bossow Airport,41.2477,-81.100701,1080.0,OH,Garrettsville,False,,,,,,04OH
290,04OK,heliport,Stillwater Medical Center Heliport,36.1152992249,-97.07949829100001,984.0,OK,Stillwater,False,04OK,,04OK,,,
291,04OR,small_airport,Collins Landing Strip,44.7499008179,-120.20099639899999,1500.0,OR,Mitchell,False,04OR,,04OR,,,
292,04PA,heliport,S & C Distribution Center Heliport,39.87929916379999,-75.2287979126,50.0,PA,Philadelphia,False,04PA,,04PA,,,
293,04PN,heliport,Strawbridge & Clothier Exton Heliport,40.0306619,-75.63020999999999,320.0,PA,Exton,False,04PN,,04PN,,,
294,04SC,heliport,Emergency Helipad,34.840599060100004,-82.60690307620001,994.0,SC,Easley,False,04SC,,04SC,,,
295,04SD,heliport,Cheyenne River Health Center Heliport,44.993124,-101.243011,2437.0,SD,Eagle Butte,False,04SD,,04SD,,,
296,04TA,heliport,Capitol National Bank Building Heliport,30.2710416667,-97.7446975708,540.0,TX,Austin,False,04TA,,04TA,,,
297,04TE,heliport,Veterans Affairs Medical Center Heliport,29.700199127199998,-95.38739776610001,49.0,TX,Houston,False,04TE,,04TE,,,
298,04TN,small_airport,Hensley Airpark,36.1833000183,-82.67890167239999,1430.0,TN,Chuckey,False,04TN,,04TN,,,
299,04TS,heliport,Hummingbird Heliport,30.553499221800003,-97.6061019897,690.0,TX,Hutto,False,04TS,,04TS,,,
300,04TX,small_airport,Pocock Airport,31.7322006226,-97.36889648440001,565.0,TX,China Spring,False,04TX,,04TX,,,
301,04UT,small_airport,Navajo Mountain Airport,37.0083007812,-110.794998169,6160.0,UT,Navajo Mountain Trdng Post,False,04UT,,04UT,,,
302,04V,small_airport,Saguache Municipal Airport,38.0990833,-106.1743889,7826.0,CO,Saguache,False,04V,,04V,,,
303,04VA,heliport,Russell County Medical Center Heliport,36.898,-82.07799999999999,2004.0,VA,Lebanon,True,04VA,,04VA,,,
304,04VG,small_airport,Manquin Flight Park Ultralightport,37.7144012451,-77.21179962160002,50.0,VA,Manquin,False,04VG,,04VG,,,
305,04VT,small_airport,Lightning Bolt Field Airport,44.4011001587,-72.26360321039998,2156.0,VT,Cabot,False,04VT,,04VT,,,
306,04W,small_airport,Field of Dreams Airport,46.022800445600005,-92.89540100100001,1021.0,MN,Hinckley,False,04W,,04W,,,
307,04WA,small_airport,Ox Meadows Airport,47.5817985535,-117.43699646,2345.0,WA,Spokane,False,04WA,,04WA,,,
308,04WI,small_airport,Dutch Gap Airstrip,42.523399353,-88.01670074459999,760.0,WI,Bristol,False,04WI,,04WI,,,
309,04WN,small_airport,Stillwater Creek Airport,46.963889,-119.641667,1510.0,WA,Royal City,False,04WN,,04WN,,,
310,04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,39.6536111111,-79.9561111111,1137.0,WV,Morgantown,False,04WV,,04WV,,,
311,04XS,closed,Schmidts Heliport,32.5821,-97.14250200000001,625.0,TX,Mansfield,False,,,,,,"04XS, Napiers Heliport"
312,05AK,small_airport,Wasilla Creek Airpark,61.66830063,-149.18800349999998,620.0,AK,Palmer,True,05AK,,05AK,,,
313,05AL,heliport,Allen Stagefield Army Heliport,31.2311992645,-85.64969635010002,365.0,AL,Fort Rucker/Wicksburg,False,05AL,,05AL,,,
314,05AR,small_airport,Ozark Skies Airpark,36.000633,-93.57025,1900.0,AR,Kingston,False,05AR,,05AR,,,
315,05AZ,heliport,Yuma Regional Medical Center Heliport,32.682800293,-114.634002686,200.0,AZ,Yuma,False,05AZ,,05AZ,,,
316,05B,seaplane_base,Van Buren Seaplane Base,47.158901,-67.931999,440.0,ME,Van Buren,False,,,05B,,,
317,05CA,heliport,Lost Hills Sheriff's Station Heliport,34.137798309299995,-118.71399688700001,888.0,CA,Calabasas,False,05CA,,05CA,,,
318,05CL,small_airport,Pope Valley Airport,38.6106987,-122.39099884,618.0,CA,Pope Valley,False,05CL,,05CL,,,
319,05CO,small_airport,Rancho De Aereo Airport,40.2149839,-104.98442279999999,4978.0,CO,Mead,True,05CO,,05CO,,,
320,05CT,heliport,O And G Heliport,41.773700714099995,-73.1162033081,600.0,CT,Torrington,False,05CT,,05CT,,,
321,05FA,small_airport,Melanie's Airport,30.91889953613281,-86.21829986572266,295.0,FL,Florala,False,05FA,,05FA,,,
322,05FD,heliport,Aventura Heliport,25.960899353027344,-80.13919830322266,6.0,FL,North Miami Beach,False,05FD,,05FD,,,
323,05FL,small_airport,Charlton Strip,26.52309989929199,-81.4083023071289,36.0,FL,La Belle,False,05FL,,05FL,,,
324,05GA,small_airport,Raju Airport,32.071399688720696,-84.71440124511719,625.0,GA,Richland,False,05GA,,05GA,,,
325,05IA,small_airport,Spotts Field,43.13750076293945,-93.06829833984376,1155.0,IA,Nora Springs,False,05IA,,05IA,,,
326,05ID,small_airport,Running Creek Ranch Airport,45.914101,-114.835999,2969.0,ID,Grangeville,False,05ID,,05ID,,,72U
327,05II,small_airport,Reichhart Airport,41.02870178222656,-84.99720001220703,795.0,IN,New Haven,False,05II,,05II,,,
328,05IL,small_airport,Classic Landings Airport,41.156700134277344,-88.0167007446289,635.0,IL,Bonfield,False,05IL,,05IL,,,
329,05IN,small_airport,Cooper Airport,39.641998291015625,-86.50420379638672,860.0,IN,Belleville,False,05IN,,05IN,,,
330,05IS,small_airport,Hardy Airport,39.72589874267578,-89.26399993896484,605.0,IL,Mount Auburn,False,05IS,,05IS,,,
331,05KS,small_airport,Darbro Field,37.26620101928711,-95.95919799804688,945.0,KS,Elk City,False,05KS,,05KS,,,
332,05KY,small_airport,Cartersville Airport,37.53689957,-84.40720367,1070.0,KY,Berea,False,05KY,,05KY,,,
333,05LA,small_airport,Greg's Flying Service Airport,32.26530075073242,-91.6977996826172,76.0,LA,Baskin,False,05LA,,05LA,,,
334,05LL,heliport,Midwest Heliport,41.7489013671875,-87.93509674072266,710.0,IL,Willowbrook,False,05LL,,05LL,,,
335,05LS,small_airport,Grass Roots Airport,31.252199172973636,-92.47579956054688,83.0,LA,Alexandria,False,05LS,,05LS,,,
336,05M,heliport,Pauls Valley General Hospital Heliport,34.71979,-97.214237,911.0,OK,Pauls Valley,False,,,,,,"OK28, 05M"
337,05MA,heliport,Bentley Heliport,42.691200256347656,-70.91230010986328,80.0,MA,Ipswich,False,05MA,,05MA,,,
338,05MD,small_airport,Breezecroft Airport,39.250099182128906,-76.2052001953125,20.0,MD,Chestertown,False,05MD,,05MD,,,
339,05ME,small_airport,Drisko Airport,44.65700149536133,-67.55919647216797,70.0,ME,Jonesboro,False,05ME,,05ME,,,
340,05MN,heliport,Northern Pines Medical Center Heliport,47.5175001,-92.2302778,1446.0,MN,Aurora,False,05MN,,05MN,,,
341,05MO,heliport,Portageville Community Heliport,36.4297981262207,-89.68009948730469,272.0,MO,Portageville,False,05MO,,05MO,,,
342,05MS,heliport,Va Medical Center Jackson Heliport,32.31890106201172,-90.16809844970705,359.0,MS,Jackson,False,05MS,,05MS,,,
343,05MT,small_airport,Jones Landing,45.815368,-111.15216299999999,4364.0,MT,Belgrade,False,05MT,,05MT,,,
344,05NC,closed,Brunswick Community Hospital Heliport,34.008099,-78.2911,63.0,NC,Supply,False,,,,,,05NC
345,05NE,small_airport,Mc Kay Airport,41.7221984863,-98.30899810790001,2010.0,NE,Spalding,False,05NE,,05NE,,,
346,05NH,heliport,Stumpfield Heliport,42.92390060424805,-70.95140075683594,200.0,NH,Kensington,False,05NH,,05NH,,,
347,05NJ,heliport,Paulus Hook Pier Heliport,40.7140007019043,-74.03150177001953,7.0,NJ,Jersey City,False,05NJ,,05NJ,,,
348,05NV,small_airport,Baker Ranches Airport,39.0311,-114.088219,5180.0,NV,Baker,False,05NV,,05NV,,,
349,05NY,heliport,Oswego County At Pulaski Heliport,43.55199813842773,-76.09020233154297,445.0,NY,Pulaski,False,05NY,,05NY,,,
350,05OI,small_airport,Dorlon Airpark,41.28839874267578,-81.96260070800781,830.0,OH,Columbia Station,False,05OI,,05OI,,,
351,05OK,closed,Hawk Haven Airport,35.8534,-97.567497,1075.0,OK,Crescent,False,,,,,,05OK
352,05OR,small_airport,Peacock Ranch Airport,45.44150161743164,-117.35099792480469,3500.0,OR,Enterprise,False,05OR,,05OR,,,
353,05PA,heliport,PECO Mob. Heliport,39.9548,-75.178201,110.0,PA,Philadelphia,False,05PA,,05PA,,,Philadelphia Market Street Heliport
354,05PN,heliport,State Police Area Iii Heliport,40.30009841918945,-76.85800170898438,485.0,PA,Harrisburg,False,05PN,,05PN,,,
355,05PS,small_airport,Mills Brothers Airport,40.142799377441406,-77.86190032958984,1210.0,PA,Burnt Cabins,False,05PS,,05PS,,,
356,05S,small_airport,Vernonia Airfield,45.85150146484375,-123.24199676513672,647.0,OR,Vernonia,False,05S,,05S,,https://en.wikipedia.org/wiki/Vernonia_Airfield,
357,05TA,small_airport,Brandes Air Field,29.80909919738769,-96.26509857177734,276.0,TX,Sealy,False,05TA,,05TA,,,
358,05TE,small_airport,Hilde-Griff Field,30.72209930419922,-97.79139709472656,950.0,TX,Georgetown,False,05TE,,05TE,,,
359,05TN,closed,Thurmond Glenn Field,35.556998,-89.552903,285.0,TN,Covington,False,,,,,,05TN
360,05TS,small_airport,Dew Drop Airport,33.12929916381836,-97.3585968017578,750.0,TX,Justin,False,05TS,,05TS,,,
361,05TX,small_airport,Circle 'A' Ranch Airport,32.129199981689446,-97.4041976928711,608.0,TX,Blum,False,05TX,,05TX,,,
362,05UT,small_airport,Oljato Airport,37.03329849243164,-110.31700134277344,4838.0,UT,Oljato,False,05UT,,05UT,,,
363,05V,small_airport,Blanca Airport,37.41109848022461,-105.552001953125,7720.0,CO,Blanca,False,05V,,05V,,,
364,05VA,small_airport,Providence Airport,37.22420120239258,-78.4186019897461,445.0,VA,Farmville,False,05VA,,05VA,,,
365,05VT,heliport,Port of Highgate Springs Heliport,45.01330184936523,-73.08670043945312,68.0,VT,Highgate Springs,False,05VT,,05VT,,,
366,05WA,heliport,Sacred Heart Medical Center Helistop,47.64820098876953,-117.41400146484376,2220.0,WA,Spokane,False,05WA,,05WA,,,
367,05WI,small_airport,Ames Private Airport,42.651100158691406,-88.74590301513672,958.0,WI,Darien,False,05WI,,05WI,,,
368,05WN,small_airport,Flat Creek Field,48.702222,-118.0475,1570.0,WA,Kettle Falls,False,05WN,,05WN,,,
369,05XS,small_airport,Johnson Memorial Airport,33.079299926757805,-91.54319763183594,105.0,AR,Wilmot,False,05XS,,05XS,,,
370,05Y,small_airport,Henning Municipal Airport,46.30379867553711,-95.4394989013672,1455.0,MN,Henning,False,05Y,,05Y,,,
371,06AK,small_airport,June Lake Airpark,61.627618999999996,-149.575331,425.0,AK,Wasilla,False,06AK,,06AK,,,
372,06AL,heliport,Brown Stagefield Army Heliport,31.38839912414551,-85.97239685058594,415.0,AL,Fort Rucker/New Brockton,False,06AL,,06AL,,,
373,06AR,small_airport,Bondair Airport,35.54449844360352,-92.18489837646484,499.0,AR,Higden,False,06AR,,06AR,,,
374,06AZ,heliport,Mercy Gilbert Medical Center Heliport,33.28580093383789,-111.75299835205078,1280.0,AZ,Gilbert,False,06AZ,,06AZ,,,
375,06B,seaplane_base,Lucky Landing Marina and Seaplane Base,44.9070014954,-68.80500030520001,115.0,ME,Bangor,False,06B,,06B,,,
376,06CA,heliport,Sce Solar I Heliport,34.870800018310554,-116.83399963378906,1942.0,CA,Yermo,False,06CA,,06CA,,,
377,06CL,heliport,Abc7-Tv Heliport,35.15719985961914,-118.28900146484376,520.0,CA,Glendale,False,06CL,,06CL,,,
378,06CO,small_airport,Jecan Airport,37.38750076293945,-103.69100189208984,5100.0,CO,Branson,False,06CO,,06CO,,,
379,06FA,small_airport,William P Gwinn Airport,26.90839958190918,-80.32890319824219,28.0,FL,Jupiter,False,06FA,,06FA,,https://en.wikipedia.org/wiki/North_Palm_Beach_County_General_Aviation_Airport,
380,06FD,small_airport,Grass Roots Airpark,28.641700744628906,-81.88500213623047,105.0,FL,Mascotte,False,06FD,,06FD,,,
381,06FL,heliport,Morton Plant Hospital Heliport,27.953399658203125,-82.8042984008789,3.0,FL,Clearwater,False,06FL,,06FL,,,
382,06GA,heliport,Smith Heliport,33.75339889526367,-84.16210174560547,1065.0,GA,Redan,False,06GA,,06GA,,,
383,06I,seaplane_base,Patoka Reservoir Landing Area Seaplane Base,38.43339920043945,-86.69110107421875,536.0,IN,French Lick,False,06I,,06I,,,
384,06IA,small_airport,Rich Field,41.841400146484375,-91.83429718017578,880.0,IA,Walford,False,06IA,,06IA,,,
385,06ID,small_airport,Larkin Airport,43.46269989013672,-116.35900115966795,2750.0,ID,Kuna,False,06ID,,06ID,,,
386,06IL,small_airport,Humm Airport,41.5994987487793,-88.86990356445312,708.0,IL,Earlville,False,06IL,,06IL,,,
